186.1,191.2,184.2,191.6,188.9,,,,188.4,,2.872629457
194.8,188.7,189.1,187.7,186.6,,,,189.38,,2.844925307
196.7,195.9,188.3,187.8,189.9,,,,191.72,,3.811771242
191.1,213.6,193.6,195,186.5,,,,195.96,,9.281939453
187.8,194.1,186.8,197.4,187.2,,,,190.66,,4.296789499
188.8,183.9,187.6,198,186,,,,188.86,,4.856171331
189.9,189.1,184.1,191.4,184.7,,,,187.84,,2.910395162
190.8,193.1,197.9,194.1,186.1,,,,192.4,,3.895638587
187,196.9,203,187.5,185.7,,,,192.02,,6.781563242
180.3,191.9,237.1,197.9,186.1,,,,198.66,,20.09354125
191.3,187,186.3,187.1,187.7,,,,187.88,,1.766805026
183,186.7,189.9,193.1,186.4,,,,187.82,,3.426601815
187.8,190.2,192.9,193.1,185.5,,,,189.9,,2.935983651
190.1,190.9,196.5,189.9,186.9,,,,190.86,,3.130239607
190.3,198.8,190.3,183.7,184.1,,,,189.44,,5.487294415
187.7,289.5,195.7,182.3,184.4,,,,207.92,,41.04399591
185.2,190.4,191.8,199.1,192.7,,,,191.84,,4.463451579
