0.300601202,0.601202405,0.200803213,0.3003003,0.702811245,,,,0.421143673,,0.194649066
26.10441767,26.27883651,23.57071214,26.32632633,28.88665998,,,,26.23339052,,1.682678304
99.4,99.4,99.7002997,99.6996997,99.9,,,,99.61999988,,0.193907238
93.64574575,97.2003996,99.7498999,95.1,98.14689319,,,,96.76858769,,2.168443531
39.37875752,39.37889112,46.66575028,50.41388478,51.00487642,,,,45.36843202,,5.11194551
94.81027954,95.55444555,99.7998999,97.4974975,99.5503996,,,,97.44250442,,2.024694243
96.09458698,93.23861486,97.0323619,97.33166473,97.36929737,,,,96.21330517,,1.556969906
54.33907024,48.21397259,59.00871342,62.9666836,62.24680704,,,,57.35504938,,5.491989647
75.9991316,71.47752248,73.51263743,73.45163007,74.57762678,,,,73.80370967,,1.485843537
93.3367235,94.80509491,95.99644645,95.54994995,96.5008965,,,,95.23782226,,1.1017913
24.79643339,20.44350736,25.09092724,27.08731385,29.76258483,,,,25.43615333,,3.06265496
