0,2402
6,2610
12,2347
18,2446
24,2156
30,2289
36,2395
42,2482
48,2144
54,2406
60,2212
66,2235
72,2344
78,2310
84,2545
90,2467
96,2351
102,2274
108,2365
114,2221
120,2412
126,2419
132,2390
138,2358
144,2312
150,2358
156,2340
162,2513
168,2402
174,2363
180,2365
186,2186
192,2307
198,2292
204,2396
210,2568
216,2357
222,2198
228,2341
234,2341
240,2225
246,2112
252,2192
258,2171
264,2411
270,2357
276,2442
282,2395
288,2363
294,2396
300,2407
306,2368
312,2286
318,2339
324,2511
330,2413
336,2600
342,2452
348,2341
354,2512
360,2328
366,2321
372,2415
378,2213
384,2345
390,2425
396,2404
402,2480
408,2583
414,2450
420,2367
426,2454
432,2531
438,2542
444,2540
450,2501
456,2622
462,2382
468,2412
474,2629
480,2493
486,2429
492,2409
498,2256
504,2385
510,2513
516,2412
522,2307
528,2236
534,2233
540,2475
546,2539
552,2625
558,2621
564,2587
570,2513
576,2455
582,2637
588,2509
594,2312
600,2325
606,2323
612,2385
618,2465
624,2425
630,2477
636,2383
642,2513
648,2439
654,2378
660,2470
666,2501
672,2629
678,2559
684,2611
690,2594
696,2491
702,2591
708,2606
714,2608
720,2670
726,2463
732,2407
738,2701
744,2673
750,2570
756,2559
762,2585
768,2619
774,2505
780,2487
786,2347
792,2490
798,2473
804,2446
810,2422
816,2363
822,2423
828,2422
834,2739
840,2697
846,2440
852,2421
858,2524
864,2426
870,2298
876,2464
882,2576
888,2455
894,2443
900,2319
906,2440
912,2468
918,2589
924,2471
930,2424
936,2517
942,2569
948,2571
954,2819
960,2729
966,2561
972,2671
978,2606
984,2523
990,2499
996,2604
1002,2654
1008,2698
1014,2813
1020,2532
1026,2539
1032,2619
1038,2606
1044,2610
1050,2657
1056,2589
1062,2715
1068,2590
1074,2762
1080,2743
1086,2576
1092,2616
1098,2612
1104,2449
1110,2499
1116,2714
1122,2529
1128,2761
1134,2822
1140,2858
