0.701402806,0.200803213,0.4004004,0.300902708,0.400801603,,,,0.400862146,,0.167535292
35.5,26.47352647,40.44044044,36.50952859,36.87374749,,,,35.1594486,,4.652131339
18.8,35.90772317,35.67134269,37.33733734,18.63727455,,,,29.27073555,,8.634746512
99.8,99.20159681,96.2962963,89.78978979,88.64241349,,,,94.74601928,,4.682231636
96.3383474,89.89093884,97.79729629,94.7491984,95.21335892,,,,94.79782797,,2.669179726
92.54059254,93.42676009,98.63243197,94.9497998,96.5632299,,,,95.22256286,,2.187092478
60.137684,65.63493453,65.9,72.12104804,62.32447303,,,,65.22362792,,4.061353993
70.33708539,70.78635532,69.67405465,71.92104804,71.565746,,,,70.85685788,,0.813533109
21.01800871,28.12651665,22.05337363,21.73425908,20.78574289,,,,22.74358019,,2.730635199
93.26489823,95.07152847,96.8690181,86.55962629,90.7433724,,,,92.5016887,,3.596106595
73.56165092,69.75986097,83.9078547,74.64698727,63.93402131,,,,73.16207503,,6.55085402
63.68243359,54.24083052,71.81854846,64.60791954,65.91154822,,,,64.05225607,,5.665366125
90.62997631,95.24834705,75.47247456,93.04344362,92.38405327,,,,89.35565896,,7.097343088
58.21785036,63.60369785,74.70918732,63.45043466,64.58442226,,,,64.91311849,,5.38055104
40.63694732,32.91642498,35.85063829,36.28728217,37.19840769,,,,36.57794009,,2.485182592
41.57487874,39.63923451,54.90651796,38.90443406,40.26726123,,,,43.0584653,,5.988577725
54.42032724,55.09590435,54.1176997,54.04255327,53.56469019,,,,54.24823495,,0.504923165
55.78542084,54.62958658,57.02454283,53.53186456,56.01821743,,,,55.39792645,,1.2044357
55.00528259,53.94592992,53.69487996,54.84052615,56.10159952,,,,54.71764363,,0.854957048
53.86030464,54.5527028,55.31805377,53.9343506,55.15250894,,,,54.56358415,,0.601117651
11.90059508,11.15558968,15.77037458,8.545075568,8.825512093,,,,11.2394294,,2.60998746
