0,100
6,100
12,100
18,100
24,100
30,100
36,100
42,100
48,100
54,100
60,900
66,900
72,900
78,900
84,900
90,900
96,900
102,900
108,900
114,900
120,900
126,900
132,900
138,900
144,900
150,900
156,900
162,900
168,900
174,900
180,900
186,900
192,900
198,900
204,900
210,100
216,100
222,100
228,100
234,100
240,1200
246,1200
252,1200
258,1200
264,1200
270,1200
276,1200
282,1200
288,1200
294,1200
300,1200
306,1200
312,1200
318,1200
324,1200
330,1200
336,1200
342,1200
348,1200
354,1200
360,1200
366,1200
372,1200
378,1200
384,1200
390,100
396,100
402,100
408,100
414,100
420,700
426,700
432,700
438,700
444,700
450,700
456,700
462,700
468,700
474,700
480,700
486,700
492,700
498,700
504,700
510,700
516,700
522,700
528,700
534,700
540,700
546,700
552,700
558,700
564,700
570,100
576,100
582,100
588,100
594,100
600,100
