31.53240152,31.54471704,31.59339263,31.68742058,31.94409149,,,,31.66040465,,0.151965206
31.53201056,31.54295768,31.58674616,31.69308963,31.95171537,,,,31.66130388,,0.155968334
31.59026488,31.54354413,31.59906168,31.69993158,31.96363992,,,,31.67928844,,0.151043006
31.66716016,31.67576151,31.72502363,31.77487206,32.92099672,,,,31.95276282,,0.485651264
31.83661502,31.9863466,31.95846079,31.50961226,32.17237916,,,,31.89268277,,0.219643502
31.71124202,31.69746032,32.01078392,31.81269838,31.94943974,,,,31.83632488,,0.125473685
31.88920052,31.96250087,31.74108468,31.38369508,32.18111297,,,,31.83151882,,0.265112799
31.54927956,31.62688059,31.43071055,31.72613552,31.88036442,,,,31.64267413,,0.153207714
31.57669386,31.6453524,31.7641028,31.1222714,31.94677428,,,,31.61103895,,0.274735316
31.59145283,31.67560098,31.74851395,31.12689713,31.8770884,,,,31.60391066,,0.256270481
31.60083321,31.66504573,31.73668804,31.18879816,31.87249486,,,,31.612772,,0.230408352
