0,100
6,100
12,100
18,100
24,100
30,100
36,100
42,100
48,100
54,100
60,1500
66,1500
72,1500
78,1500
84,1500
90,1500
96,1500
102,1500
108,1500
114,1500
120,1500
126,1500
132,1500
138,1500
144,1500
150,1500
156,1500
162,1500
168,1500
174,1500
180,1500
186,1500
192,1500
198,1500
204,1500
210,1500
216,1500
222,1500
228,1500
234,1500
240,1500
246,1500
252,1500
258,1500
264,1500
270,1500
276,1500
282,1500
288,1500
294,1500
300,100
306,100
312,100
318,100
324,100
330,100
336,100
342,100
348,100
354,100
360,100
366,100
372,100
378,100
384,100
390,100
396,100
402,100
408,100
414,100
420,100
426,100
432,100
438,100
444,100
450,100
456,100
462,100
468,100
474,100
480,100
486,100
492,100
498,100
504,100
510,100
516,100
522,100
528,100
534,100
540,100
